triple_id,head_id,head,relation,value,chapter_no,chunk_id,subj_suspect
T0199,502,নিউক্লিওপ্লাজম,কারণ,নিউক্লিয়াসের বস্তু রস,2,9-10-biology_secondary-2-35,False
T0200,503,নিউক্লিওলাস,অবস্থান,নিউক্লিওপ্লাজমের মধ্যে,2,9-10-biology_secondary-2-36,False
T0201,503,নিউক্লিওলাস,কাজ,"চা, ও প্রোটিন দিয়ে তৈরি হয়",2,9-10-biology_secondary-2-36,False
T0202,503,নিউক্লিওলাস,কাজ,রাইবোজোম সংশ্লেষণ করে,2,9-10-biology_secondary-2-36,False
T0203,233,ক্রোমাটিন,কাজ,জেনেটিক বৈশিষ্ট্যসমূহ বংশপরম্পরায় সঞ্চারিত হওয়ার মাধ্যম হিসেবে কাজ করে,2,9-10-biology_secondary-2-37,False
T0204,233,ক্রোমাটিন,অবস্থান,কোষের নিউক্লিয়াসে,2,9-10-biology_secondary-2-37,False
T0205,425,তন্ভুগুলো,কারণ,একসাথে ক্রোমাটিন জালিকা খুলে যায়,2,9-10-biology_secondary-2-38,False
T0206,234,ক্রোমাটিনগুলো,কাজ,আরো মোটা হয়,2,9-10-biology_secondary-2-38,False
T0207,234,ক্রোমাটিনগুলো,কারণ,একটি বাহু আলাদা আলাদা কাঠামো হিসেবে চিহ্নিত করা সম্ভব,2,9-10-biology_secondary-2-38,False
T0208,235,ক্রোমোজোম,অংশ,ক্রোমাটিড,2,9-10-biology_secondary-2-39,False
T0209,232,ক্রোমাটিড,অংশ,সেস্ট্রোমিয়ার,2,9-10-biology_secondary-2-39,False
T0210,1063,সেস্ট্রোমিয়ার,অবস্থান,ক্রোমাটিডের (প্রায়) মধ্যবর্তী অংশ,2,9-10-biology_secondary-2-39,False
T0211,232,ক্রোমাটিড,অংশ,তার দুটি বাহু,2,9-10-biology_secondary-2-39,False
T0212,1063,সেস্ট্রোমিয়ার,অবস্থান,ক্রোমাটিডের উভয় পাশে,2,9-10-biology_secondary-2-39,False
T0213,176,কাইনেটোকোর,কাজ,সেস্ট্রোমিয়ারের যে অংশে স্পিন্ডল যন্ত্রের মাইক্রোটিউবিউল এসে যুক্ত হয়,2,9-10-biology_secondary-2-39,False
T0214,180,কাজ,প্রকার,উদ্ভিদ ও প্রাণীর কাজ,2,9-10-biology_secondary-2-40,False
T0215,151,এককোষী প্রাণী,কাজ,"দেহের সব ধরনের ক্রিয়াকলাপ-খাদ্যগ্রহণ, দেহের বৃদ্ধি ও প্রজনন",2,9-10-biology_secondary-2-41,False
T0216,203,কোষ,অংশ,একত্রিত হয় এবং একই কাজ করে,2,9-10-biology_secondary-2-42,False
T0217,393,টিস্যু,প্রকার,তিন ধরনের,2,9-10-biology_secondary-2-42,False
T0218,393,টিস্যু,প্রকার,সরল টিস্যু,2,9-10-biology_secondary-2-42,False
T0219,393,টিস্যু,প্রকার,জটিল টিস্যু,2,9-10-biology_secondary-2-42,False
T0220,1010,সরল টিস্যু,অবস্থান,স্থায়ী টিস্যুর প্রতিটি কোষ,2,9-10-biology_secondary-2-43,False
T0221,1010,সরল টিস্যু,প্রকার,প্যারেনকাইমা,2,9-10-biology_secondary-2-43,False
T0222,1010,সরল টিস্যু,প্রকার,কোলেনকাইমা,2,9-10-biology_secondary-2-43,False
T0223,1010,সরল টিস্যু,প্রকার,স্কেরেনকাইমা,2,9-10-biology_secondary-2-43,False
T0224,676,ফ্লুরেনকাইমা টিস্যু,অবস্থান,কোষগুলোতে,2,9-10-biology_secondary-2-46,False
T0225,676,ফ্লুরেনকাইমা টিস্যু,কাজ,দুই ধরনের কোষ প্রদান করা,2,9-10-biology_secondary-2-46,False
T0226,658,ফাইবার,কাজ,উদ্ভিদদেহে দৃঢ়তা প্রদান এবং পানি ও খনিজ লবণ পরিবহণ,2,9-10-biology_secondary-2-46,False
T0227,658,ফাইবার,অবস্থান,কোষগুলোতে,2,9-10-biology_secondary-2-46,False
T0228,658,ফাইবার,অবস্থান,প্রাচীরের গায়ে ছিদ্র থাকে,2,9-10-biology_secondary-2-46,False
T0229,994,সক্কেরাইড,কাজ,"খাটো, সমব্যাসীয়, কখনো লম্বাটে আবার কখনো তারকাকার হতে পারে",2,9-10-biology_secondary-2-46,False
T0230,994,সক্কেরাইড,অবস্থান,"কোষপ্রাচীর খুবই শত্ত, অত্যন্ত পুরু এবং লিগনিনযুক্ত",2,9-10-biology_secondary-2-46,False
T0231,994,সক্কেরাইড,অবস্থান,পরিণত সাধারণত মৃত থাকে এবং এদের কোষপ্রাচীর কূপযুন্ত হয়,2,9-10-biology_secondary-2-46,False
T0232,171,কর্টেক্স,অংশ,স্কেরাইড টিস্যু,2,9-10-biology_secondary-2-47,False
T0233,648,ফল,অংশ,স্কেরাইড টিস্যু,2,9-10-biology_secondary-2-47,False
T0234,741,বীজ,অংশ,স্কেরাইড টিস্যু,2,9-10-biology_secondary-2-47,False
T0235,700,বহিঃত্বক জাইলেম,অবস্থান,পত্রবৃন্তে,2,9-10-biology_secondary-2-47,False
T0236,678,ফ্লোয়েম,অবস্থান,পত্রবৃন্তে,2,9-10-biology_secondary-2-47,False
T0237,208,কোষগুচ্ছ,অবস্থান,পত্রবৃন্তে,2,9-10-biology_secondary-2-47,False
T0238,137,উদ্ভিদের পরিবহণ টিস্যুগুচ্ছ,প্রকার,জাইলেম এবং ফ্লোয়েম,2,9-10-biology_secondary-2-48,False
T0239,342,জাইলেম,প্রকার,প্রাথমিক ও গৌণ বা সেকেন্ডারি জাইলেম,2,9-10-biology_secondary-2-49,False
T0240,602,প্রকৃত কোষ,অংশ,নিউক্লিয়াস,2,9-10-biology_secondary-2-5,False
T0241,602,প্রকৃত কোষ,কাজ,নিউক্লিও-বস্তু পরিবেন্টিত ও সুসংগঠিত,2,9-10-biology_secondary-2-5,False
T0242,602,প্রকৃত কোষ,অংশ,রাইবোজোম,2,9-10-biology_secondary-2-5,False
T0243,602,প্রকৃত কোষ,অংশ,সকল অঙ্গাণু,2,9-10-biology_secondary-2-5,False
T0244,235,ক্রোমোজোম,অংশ,প্রোটিন,2,9-10-biology_secondary-2-5,False
T0245,235,ক্রোমোজোম,অংশ,হিস্টোন,2,9-10-biology_secondary-2-5,False
T0246,235,ক্রোমোজোম,অংশ,অন্যান্য উপাদান,2,9-10-biology_secondary-2-5,False
T0247,403,ট্রাকিড,অবস্থান,প্রাথমিক অবস্থায় প্রোটোজাইলেম এবং পরিণত অবস্থায় মেটাজাইলেমে,2,9-10-biology_secondary-2-50,False
T0248,203,কোষ,অংশ,চোঙের মতো,2,9-10-biology_secondary-2-52,False
T0249,209,কোষগুলো,অবস্থান,একটির মাথায় আরেকটি সজ্জিত,2,9-10-biology_secondary-2-52,False
T0250,634,প্রান্তীয় প্রাচীর,অবস্থান,গলে গিয়ে একটি দীর্ঘ চিত্র,2,9-10-biology_secondary-2-52,False
T0251,213,কোষরস,কাজ,সৃষ্টি করে,2,9-10-biology_secondary-2-52,False
T0252,779,ভেসেল,অবস্থান,ভেসেলের প্রাচীর,2,9-10-biology_secondary-2-53,False
T0253,779,ভেসেল,কারণ,প্রোটোপ্লাজমবিহীন হয়,2,9-10-biology_secondary-2-53,False
T0254,779,ভেসেল,কাজ,উপরে ওঠার জন্য একটি সরু পথ সৃষ্টি হয়ে যায়,2,9-10-biology_secondary-2-53,False
T0255,779,ভেসেল,কারণ,বৃক্ষ বা আরোহী উদ্ভিদে আরও অনেক লম্বা হতে পারে,2,9-10-biology_secondary-2-53,False
T0256,132,উদ্ভিদ,কাজ,পানি এবং খনিজ লবণ পরিবহণ,2,9-10-biology_secondary-2-54,False
T0257,132,উদ্ভিদ,কাজ,অঙ্গকে দৃঢ়তা প্রদান,2,9-10-biology_secondary-2-54,False
T0258,343,জাইলেম প্যারেনকাইমা,অবস্থান,জাইলেম,2,9-10-biology_secondary-2-55,False
T0259,600,প্যারেনকাইমা,কাজ,খাদ্য সঞ্চয় এবং পানি পরিবহণ,2,9-10-biology_secondary-2-55,False
T0260,628,প্রাচীর,সংজ্ঞা,পুরু বা পাতলা,2,9-10-biology_secondary-2-55,False
T0261,625,প্রাইমারি জাইলেমে অবস্থিত প্যারেনকাইমার কোষ,প্রকার,পাতলা প্রাচীরযুত,2,9-10-biology_secondary-2-55,False
T0262,1047,সেকেন্ডারি জাইলেমে প্যারেনকাইমা,প্রকার,পুরু প্রাচীরযুত,2,9-10-biology_secondary-2-55,False
T0263,344,জাইলেম ফাইবার,অবস্থান,জাইলেম,2,9-10-biology_secondary-2-56,False
T0264,344,জাইলেম ফাইবার,কাজ,পানি ও খনিজ পদার্থ পরিবহণ,2,9-10-biology_secondary-2-56,False
T0265,344,জাইলেম ফাইবার,কাজ,খাদ্য সঞ্চয়,2,9-10-biology_secondary-2-56,False
T0266,344,জাইলেম ফাইবার,কাজ,উদ্ভিদকে যান্ত্রিক শাস্তি আর দৃঢ়তা প্রদান,2,9-10-biology_secondary-2-56,False
